"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232270","1.3.20.1.5","386","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232271","1.3.20.1.6","624","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232272","1.3.20.2.1","52.4","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232273","1.3.20.2.2","43.7","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232274","1.3.20.2.3","60.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232275","1.3.20.2.4","555","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232276","1.3.20.2.5","420","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","South Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232277","1.3.20.2.6","690","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232278","1.3.21.1.1","49.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232279","1.3.21.1.2","40.8","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232280","1.3.21.1.3","57.4","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232281","1.3.21.1.4","500","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232282","1.3.21.1.5","390","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232283","1.3.21.1.6","611","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232284","1.3.21.2.1","50.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232285","1.3.21.2.2","42.6","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232286","1.3.21.2.3","59.2","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232287","1.3.21.2.4","519","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232288","1.3.21.2.5","402","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Chinese","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232289","1.3.21.2.6","636","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232290","1.3.22.1.1","25.4","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232291","1.3.22.1.2","16.4","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232292","1.3.22.1.3","37.0","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232293","1.3.22.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232294","1.3.22.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232295","1.3.22.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232296","1.3.22.2.1","74.6","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232297","1.3.22.2.2","63.0","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232298","1.3.22.2.3","83.6","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232299","1.3.22.2.4","436","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232300","1.3.22.2.5","313","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Black","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232301","1.3.22.2.6","559","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232302","1.3.23.1.1","36.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232303","1.3.23.1.2","26.2","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232304","1.3.23.1.3","48.1","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232305","1.3.23.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232306","1.3.23.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232307","1.3.23.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232308","1.3.23.2.1","63.5","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232309","1.3.23.2.2","51.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232310","1.3.23.2.3","73.8","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232311","1.3.23.2.4","337","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232312","1.3.23.2.5","244","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Filipino","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232313","1.3.23.2.6","429","E","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232314","1.3.24.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232315","1.3.24.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232316","1.3.24.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232317","1.3.24.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232318","1.3.24.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232319","1.3.24.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232320","1.3.24.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232321","1.3.24.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232322","1.3.24.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232323","1.3.24.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232324","1.3.24.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Arab","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232325","1.3.24.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232326","1.3.25.1.1","42.7","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232327","1.3.25.1.2","28.8","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232328","1.3.25.1.3","58.0","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232329","1.3.25.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232330","1.3.25.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232331","1.3.25.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232332","1.3.25.2.1","57.3","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232333","1.3.25.2.2","42.0","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232334","1.3.25.2.3","71.2","E","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232335","1.3.25.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232336","1.3.25.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Latin American","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232337","1.3.25.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232338","1.3.26.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232339","1.3.26.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232340","1.3.26.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232341","1.3.26.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232342","1.3.26.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232343","1.3.26.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232344","1.3.26.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232345","1.3.26.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232346","1.3.26.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232347","1.3.26.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232348","1.3.26.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Southeast Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232349","1.3.26.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232350","1.3.27.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232351","1.3.27.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232352","1.3.27.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232353","1.3.27.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232354","1.3.27.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232355","1.3.27.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232356","1.3.27.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232357","1.3.27.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232358","1.3.27.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232359","1.3.27.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232360","1.3.27.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","West Asian","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232361","1.3.27.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232362","1.3.28.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232363","1.3.28.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232364","1.3.28.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232365","1.3.28.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232366","1.3.28.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232367","1.3.28.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232368","1.3.28.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232369","1.3.28.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232370","1.3.28.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232371","1.3.28.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232372","1.3.28.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Korean","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232373","1.3.28.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232374","1.3.29.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232375","1.3.29.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232376","1.3.29.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232377","1.3.29.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232378","1.3.29.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232379","1.3.29.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232380","1.3.29.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232381","1.3.29.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232382","1.3.29.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232383","1.3.29.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232384","1.3.29.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Japanese","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232385","1.3.29.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232386","1.3.30.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232387","1.3.30.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232388","1.3.30.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232389","1.3.30.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232390","1.3.30.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232391","1.3.30.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232392","1.3.30.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232393","1.3.30.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232394","1.3.30.2.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232395","1.3.30.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232396","1.3.30.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Visible minority, not included elsewhere","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232397","1.3.30.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232398","1.3.31.1.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232399","1.3.31.1.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232400","1.3.31.1.3","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232401","1.3.31.1.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232402","1.3.31.1.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232403","1.3.31.1.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232404","1.3.31.2.1","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232405","1.3.31.2.2","","F","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232406","1.3.31.2.3","","F","","","1"
