"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411292","2.2.3.3","18.8","","","","1"
"2022-04","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411293","2.2.3.4","156","","","","0"
"2022-04","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411294","2.2.3.5","122","","","","0"
"2022-04","Atlantic Region","2016A00011","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411295","2.2.3.6","190","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411296","2.3.1.1","51.7","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411297","2.3.1.2","47.7","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411298","2.3.1.3","55.6","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411299","2.3.1.4","551","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411300","2.3.1.5","509","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411301","2.3.1.6","594","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411302","2.3.2.1","31.2","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411303","2.3.2.2","27.6","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411304","2.3.2.3","35.0","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411305","2.3.2.4","333","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411306","2.3.2.5","294","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411307","2.3.2.6","372","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411308","2.3.3.1","17.1","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411309","2.3.3.2","14.6","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411310","2.3.3.3","20.1","","","","1"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411311","2.3.3.4","183","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411312","2.3.3.5","153","","","","0"
"2022-04","Atlantic Region","2016A00011","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411313","2.3.3.6","212","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411314","3.1.1.1","59.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411315","3.1.1.2","53.7","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411316","3.1.1.3","64.1","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411317","3.1.1.4","264","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411318","3.1.1.5","241","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411319","3.1.1.6","287","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411320","3.1.2.1","22.3","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411321","3.1.2.2","18.3","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411322","3.1.2.3","26.8","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411323","3.1.2.4","100","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411324","3.1.2.5","81","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411325","3.1.2.6","119","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411326","3.1.3.1","18.7","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411327","3.1.3.2","15.1","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411328","3.1.3.3","23.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411329","3.1.3.4","84","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411330","3.1.3.5","66","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411331","3.1.3.6","101","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411332","3.2.1.1","61.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411333","3.2.1.2","53.5","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411334","3.2.1.3","68.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411335","3.2.1.4","133","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411336","3.2.1.5","117","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411337","3.2.1.6","150","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411338","3.2.2.1","24.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411339","3.2.2.2","18.3","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411340","3.2.2.3","30.7","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411341","3.2.2.4","52","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411342","3.2.2.5","39","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411343","3.2.2.6","66","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411344","3.2.3.1","15.1","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411345","3.2.3.2","10.5","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411346","3.2.3.3","21.3","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411347","3.2.3.4","","F","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411348","3.2.3.5","","F","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411349","3.2.3.6","","F","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411350","3.3.1.1","57.1","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411351","3.3.1.2","49.9","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411352","3.3.1.3","64.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411353","3.3.1.4","130","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411354","3.3.1.5","114","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411355","3.3.1.6","147","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411356","3.3.2.1","20.7","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411357","3.3.2.2","15.5","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411358","3.3.2.3","27.1","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411359","3.3.2.4","47","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411360","3.3.2.5","34","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411361","3.3.2.6","60","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411362","3.3.3.1","22.2","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411363","3.3.3.2","17.0","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411364","3.3.3.3","28.4","","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411365","3.3.3.4","51","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411366","3.3.3.5","38","E","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411367","3.3.3.6","64","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411368","4.1.1.1","47.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411369","4.1.1.2","41.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411370","4.1.1.3","52.7","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411371","4.1.1.4","65","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411372","4.1.1.5","58","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411373","4.1.1.6","73","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411374","4.1.2.1","38.5","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411375","4.1.2.2","33.0","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411376","4.1.2.3","44.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411377","4.1.2.4","53","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411378","4.1.2.5","46","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411379","4.1.2.6","61","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411380","4.1.3.1","14.2","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411381","4.1.3.2","10.4","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411382","4.1.3.3","19.1","","","","1"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411383","4.1.3.4","20","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411384","4.1.3.5","14","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Total, all persons","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411385","4.1.3.6","26","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411386","4.2.1.1","48.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411387","4.2.1.2","40.0","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411388","4.2.1.3","56.7","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411389","4.2.1.4","33","","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411390","4.2.1.5","27","","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411391","4.2.1.6","39","","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411392","4.2.2.1","40.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411393","4.2.2.2","31.7","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411394","4.2.2.3","50.8","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411395","4.2.2.4","28","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411396","4.2.2.5","21","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411397","4.2.2.6","34","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411398","4.2.3.1","10.8","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411399","4.2.3.2","6.2","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411400","4.2.3.3","18.1","","","","1"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411401","4.2.3.4","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411402","4.2.3.5","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Men","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411403","4.2.3.6","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411404","4.3.1.1","46.3","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411405","4.3.1.2","39.1","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411406","4.3.1.3","53.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411407","4.3.1.4","33","","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411408","4.3.1.5","28","","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411409","4.3.1.6","38","","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411410","4.3.2.1","36.2","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411411","4.3.2.2","30.1","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411412","4.3.2.3","42.8","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411413","4.3.2.4","26","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411414","4.3.2.5","21","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411415","4.3.2.6","30","E","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411416","4.3.3.1","17.6","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411417","4.3.3.2","12.0","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411418","4.3.3.3","24.9","","","","1"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411419","4.3.3.4","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411420","4.3.3.5","","F","","","0"
"2022-04","Prince Edward Island","2016A000211","Women","No opinion on sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411421","4.3.3.6","","F","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411422","5.1.1.1","53.5","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411423","5.1.1.2","48.0","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411424","5.1.1.3","58.9","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411425","5.1.1.4","452","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411426","5.1.1.5","406","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Very strong or somewhat strong sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411427","5.1.1.6","498","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411428","5.1.2.1","32.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411429","5.1.2.2","27.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411430","5.1.2.3","37.6","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Number of persons","Number","223","thousands","3","v1331411431","5.1.2.4","272","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411432","5.1.2.5","228","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","Somewhat weak or very weak sense of belonging to local community","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331411433","5.1.2.6","316","","","","0"
"2022-04","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to local community","Percentage of persons","Percent","239","units","0","v1331411434","5.1.3.1","14.2","","","","1"
"2022-04","Nova Scotia","2016A000212","Total, all persons","No opinion on sense of belonging to local community","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331411435","5.1.3.2","10.9","","","","1"
