"REF_DATE","GEO","DGUID","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","Number of persons","Number","223","units","0","v1663707404","6.1.6.1","96300","","","","0"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707405","6.1.6.2","83500","","","","0"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, number of persons","Number","223","units","0","v1663707406","6.1.6.3","108100","","","","0"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","Percentage","Percent","239","units","0","v1663707407","6.1.6.4","20.0","","","","1"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707408","6.1.6.5","17.6","","","","1"
"2019","Quebec","2021A000224","Both sexes","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, percentage","Percent","239","units","0","v1663707409","6.1.6.6","22.7","","","","1"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","Number of persons","Number","223","units","0","v1663707410","6.1.7.1","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707411","6.1.7.2","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","High 95% confidence interval, number of persons","Number","223","units","0","v1663707412","6.1.7.3","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","Percentage","Percent","239","units","0","v1663707413","6.1.7.4","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707414","6.1.7.5","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Feels alone, often","High 95% confidence interval, percentage","Percent","239","units","0","v1663707415","6.1.7.6","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","Number of persons","Number","223","units","0","v1663707416","6.1.8.1","15300","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707417","6.1.8.2","9700","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707418","6.1.8.3","21400","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663707419","6.1.8.4","3.2","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707420","6.1.8.5","2.1","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707421","6.1.8.6","4.7","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663707422","6.1.9.1","5900","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707423","6.1.9.2","2300","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707424","6.1.9.3","10400","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663707425","6.1.9.4","1.2","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707426","6.1.9.5","0.6","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707427","6.1.9.6","2.4","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663707428","6.1.10.1","62900","","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707429","6.1.10.2","51400","","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707430","6.1.10.3","74600","","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663707431","6.1.10.4","13.1","","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707432","6.1.10.5","10.8","","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707433","6.1.10.6","15.8","","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663707434","6.1.11.1","6200","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707435","6.1.11.2","2700","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707436","6.1.11.3","10700","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Percentage","Percent","239","units","0","v1663707437","6.1.11.4","1.3","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707438","6.1.11.5","0.7","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707439","6.1.11.6","2.4","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1663707440","6.1.12.1","79400","","","","0"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707441","6.1.12.2","67100","","","","0"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707442","6.1.12.3","91000","","","","0"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","Percentage","Percent","239","units","0","v1663707443","6.1.12.4","16.5","","","","1"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707444","6.1.12.5","14.1","","","","1"
"2019","Quebec","2021A000224","Both sexes","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707445","6.1.12.6","19.2","","","","1"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","Number of persons","Number","223","units","0","v1806928316","6.1.23.1","182600","","","","0"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1806928317","6.1.23.2","166400","","","","0"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1806928318","6.1.23.3","197800","","","","0"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","Percentage","Percent","239","units","0","v1806928319","6.1.23.4","38.1","","","","1"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1806928320","6.1.23.5","34.8","","","","1"
"2019","Quebec","2021A000224","Both sexes","Drank alcohol, past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1806928321","6.1.23.6","41.4","","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","Number of persons","Number","223","units","0","v1663707446","6.1.13.1","48600","","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707447","6.1.13.2","39300","","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707448","6.1.13.3","59000","","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","Percentage","Percent","239","units","0","v1663707449","6.1.13.4","10.1","","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707450","6.1.13.5","8.2","","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707451","6.1.13.6","12.3","","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","Number of persons","Number","223","units","0","v1663707452","6.1.14.1","23100","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707453","6.1.14.2","16000","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707454","6.1.14.3","30600","E","","","0"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","Percentage","Percent","239","units","0","v1663707455","6.1.14.4","4.8","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707456","6.1.14.5","3.5","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Changed eating habits to manage weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707457","6.1.14.6","6.5","E","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Number of persons","Number","223","units","0","v1663707458","6.1.15.1","66600","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707459","6.1.15.2","55300","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707460","6.1.15.3","76800","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Percentage","Percent","239","units","0","v1663707461","6.1.15.4","13.8","","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707462","6.1.15.5","11.7","","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707463","6.1.15.6","16.3","","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","Number of persons","Number","223","units","0","v1663707464","6.1.16.1","38400","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707465","6.1.16.2","29900","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707466","6.1.16.3","46000","","","","0"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","Percentage","Percent","239","units","0","v1663707467","6.1.16.4","8.0","","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707468","6.1.16.5","6.4","","","","1"
"2019","Quebec","2021A000224","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707469","6.1.16.6","9.9","","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","Number of persons","Number","223","units","0","v1663707470","6.1.17.1","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707471","6.1.17.2","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707472","6.1.17.3","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","Percentage","Percent","239","units","0","v1663707473","6.1.17.4","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707474","6.1.17.5","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707475","6.1.17.6","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","Number of persons","Number","223","units","0","v1663707476","6.1.18.1","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707477","6.1.18.2","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707478","6.1.18.3","","x","","","0"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","Percentage","Percent","239","units","0","v1663707479","6.1.18.4","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707480","6.1.18.5","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707481","6.1.18.6","","x","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","Number of persons","Number","223","units","0","v1663707482","6.1.19.1","300000","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707483","6.1.19.2","284800","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707484","6.1.19.3","315500","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","Percentage","Percent","239","units","0","v1663707485","6.1.19.4","63.6","","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707486","6.1.19.5","60.3","","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707487","6.1.19.6","66.9","","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Number of persons","Number","223","units","0","v1663707488","6.1.20.1","95500","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707489","6.1.20.2","80600","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707490","6.1.20.3","108900","","","","0"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Percentage","Percent","239","units","0","v1663707491","6.1.20.4","20.0","","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707492","6.1.20.5","17.3","","","","1"
"2019","Quebec","2021A000224","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707493","6.1.20.6","23.0","","","","1"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","Number of persons","Number","223","units","0","v1663707494","6.1.21.1","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707495","6.1.21.2","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, number of persons","Number","223","units","0","v1663707496","6.1.21.3","","..","","","0"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","Percentage","Percent","239","units","0","v1663707497","6.1.21.4","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707498","6.1.21.5","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, percentage","Percent","239","units","0","v1663707499","6.1.21.6","","..","","","1"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","Number of persons","Number","223","units","0","v1663707500","6.1.22.1","326700","","","","0"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707501","6.1.22.2","311800","","","","0"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707502","6.1.22.3","342700","","","","0"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","Percentage","Percent","239","units","0","v1663707503","6.1.22.4","69.9","","","","1"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707504","6.1.22.5","66.6","","","","1"
"2019","Quebec","2021A000224","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707505","6.1.22.6","73.0","","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","Number of persons","Number","223","units","0","v1663707506","6.2.1.1","203000","","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707507","6.2.1.2","193300","","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663707508","6.2.1.3","212200","","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","Percentage","Percent","239","units","0","v1663707509","6.2.1.4","82.5","","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707510","6.2.1.5","78.4","","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663707511","6.2.1.6","85.9","","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v1663707512","6.2.2.1","5700","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707513","6.2.2.2","2300","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663707514","6.2.2.3","9600","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","Percentage","Percent","239","units","0","v1663707515","6.2.2.4","2.3","E","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707516","6.2.2.5","1.2","E","","","1"
"2019","Quebec","2021A000224","Males","Perceived health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663707517","6.2.2.6","4.4","E","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","Number of persons","Number","223","units","0","v1663707518","6.2.3.1","201800","","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707519","6.2.3.2","192300","","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663707520","6.2.3.3","211300","","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","Percentage","Percent","239","units","0","v1663707521","6.2.3.4","82.5","","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707522","6.2.3.5","78.4","","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663707523","6.2.3.6","85.9","","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v1663707524","6.2.4.1","7300","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707525","6.2.4.2","4000","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663707526","6.2.4.3","11200","E","","","0"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","Percentage","Percent","239","units","0","v1663707527","6.2.4.4","3.0","E","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707528","6.2.4.5","1.8","E","","","1"
"2019","Quebec","2021A000224","Males","Perceived mental health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663707529","6.2.4.6","4.9","E","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v1663707530","6.2.5.1","235400","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707531","6.2.5.2","230500","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons","Number","223","units","0","v1663707532","6.2.5.3","239600","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Percentage","Percent","239","units","0","v1663707533","6.2.5.4","95.8","","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707534","6.2.5.5","93.7","","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, percentage","Percent","239","units","0","v1663707535","6.2.5.6","97.3","","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Number of persons","Number","223","units","0","v1663707536","6.2.6.1","24700","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707537","6.2.6.2","17900","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, number of persons","Number","223","units","0","v1663707538","6.2.6.3","31600","","","","0"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Percentage","Percent","239","units","0","v1663707539","6.2.6.4","10.0","","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707540","6.2.6.5","7.5","","","","1"
"2019","Quebec","2021A000224","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, percentage","Percent","239","units","0","v1663707541","6.2.6.6","13.2","","","","1"
"2019","Quebec","2021A000224","Males","Feels alone, often","Number of persons","Number","223","units","0","v1663707542","6.2.7.1","","..","","","0"
"2019","Quebec","2021A000224","Males","Feels alone, often","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707543","6.2.7.2","","..","","","0"
"2019","Quebec","2021A000224","Males","Feels alone, often","High 95% confidence interval, number of persons","Number","223","units","0","v1663707544","6.2.7.3","","..","","","0"
"2019","Quebec","2021A000224","Males","Feels alone, often","Percentage","Percent","239","units","0","v1663707545","6.2.7.4","","..","","","1"
"2019","Quebec","2021A000224","Males","Feels alone, often","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707546","6.2.7.5","","..","","","1"
"2019","Quebec","2021A000224","Males","Feels alone, often","High 95% confidence interval, percentage","Percent","239","units","0","v1663707547","6.2.7.6","","..","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","Number of persons","Number","223","units","0","v1663707548","6.2.8.1","7600","E","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707549","6.2.8.2","3900","E","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707550","6.2.8.3","11700","E","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663707551","6.2.8.4","3.1","E","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707552","6.2.8.5","1.8","E","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707553","6.2.8.6","5.2","E","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663707554","6.2.9.1","","x","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707555","6.2.9.2","","x","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707556","6.2.9.3","","x","","","0"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663707557","6.2.9.4","","x","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707558","6.2.9.5","","x","","","1"
"2019","Quebec","2021A000224","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707559","6.2.9.6","","x","","","1"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663707560","6.2.10.1","31400","","","","0"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707561","6.2.10.2","23300","","","","0"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707562","6.2.10.3","39600","","","","0"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663707563","6.2.10.4","12.8","","","","1"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707564","6.2.10.5","9.8","","","","1"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707565","6.2.10.6","16.6","","","","1"
"2019","Quebec","2021A000224","Males","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663707566","6.2.11.1","","x","","","0"
