"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Nova Scotia","2021A000212","Seafood product preparation and packaging [BS31170]","Kilotonnes","198","units","0","v1013973579","4.28","80","","","","0"
"2013","Nova Scotia","2021A000212","Miscellaneous food manufacturing [BS311A0]","Kilotonnes","198","units","0","v1013973580","4.29","15","","","","0"
"2013","Nova Scotia","2021A000212","Soft drink and ice manufacturing [BS31211]","Kilotonnes","198","units","0","v1013973581","4.30","1","","","","0"
"2013","Nova Scotia","2021A000212","Breweries [BS31212]","Kilotonnes","198","units","0","v1013973582","4.31","3","","","","0"
"2013","Nova Scotia","2021A000212","Wineries and distilleries [BS3121A]","Kilotonnes","198","units","0","v1013973583","4.32","1","","","","0"
"2013","Nova Scotia","2021A000212","Tobacco manufacturing [BS31220]","Kilotonnes","198","units","0","v1013973584","4.33","","0s","","","0"
"2013","Nova Scotia","2021A000212","Textile and textile product mills [BS31A00]","Kilotonnes","198","units","0","v1013973585","4.34","17","","","","0"
"2013","Nova Scotia","2021A000212","Clothing and leather and allied product manufacturing [BS31B00]","Kilotonnes","198","units","0","v1013973586","4.35","13","","","","0"
"2013","Nova Scotia","2021A000212","Wood product manufacturing [BS32100]","Kilotonnes","198","units","0","v1013973587","4.36","127","","","","0"
"2013","Nova Scotia","2021A000212","Pulp, paper and paperboard mills [BS32210]","Kilotonnes","198","units","0","v1013973588","4.37","714","","","","0"
"2013","Nova Scotia","2021A000212","Converted paper product manufacturing [BS32220]","Kilotonnes","198","units","0","v1013973589","4.38","13","","","","0"
"2013","Nova Scotia","2021A000212","Printing and related support activities [BS32300]","Kilotonnes","198","units","0","v1013973590","4.39","1","","","","0"
"2013","Nova Scotia","2021A000212","Petroleum and coal product manufacturing [BS32400]","Kilotonnes","198","units","0","v1013973591","4.40","835","","","","0"
"2013","Nova Scotia","2021A000212","Basic chemical manufacturing [BS32510]","Kilotonnes","198","units","0","v1013973592","4.41","17","","","","0"
"2013","Nova Scotia","2021A000212","Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]","Kilotonnes","198","units","0","v1013973593","4.43","4","","","","0"
"2013","Nova Scotia","2021A000212","Pharmaceutical and medicine manufacturing [BS32540]","Kilotonnes","198","units","0","v1013973594","4.44","2","","","","0"
"2013","Nova Scotia","2021A000212","Miscellaneous chemical product manufacturing [BS325C0]","Kilotonnes","198","units","0","v1013973676","4.127","3","","","","0"
"2013","Nova Scotia","2021A000212","Plastic product manufacturing [BS32610]","Kilotonnes","198","units","0","v1013973595","4.46","9","","","","0"
"2013","Nova Scotia","2021A000212","Rubber product manufacturing [BS32620]","Kilotonnes","198","units","0","v1013973596","4.47","32","","","","0"
"2013","Nova Scotia","2021A000212","Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]","Kilotonnes","198","units","0","v1013973597","4.48","5","","","","0"
"2013","Nova Scotia","2021A000212","Cement and concrete product manufacturing [BS32730]","Kilotonnes","198","units","0","v1013973598","4.49","279","","","","0"
"2013","Nova Scotia","2021A000212","Primary metal manufacturing [BS33100]","Kilotonnes","198","units","0","v1013973599","4.50","","0s","","","0"
"2013","Nova Scotia","2021A000212","Fabricated metal product manufacturing [BS33200]","Kilotonnes","198","units","0","v1013973600","4.51","16","","","","0"
"2013","Nova Scotia","2021A000212","Machinery manufacturing [BS33300]","Kilotonnes","198","units","0","v1013973601","4.52","5","","","","0"
"2013","Nova Scotia","2021A000212","Computer and peripheral equipment manufacturing [BS33410]","Kilotonnes","198","units","0","v1013973602","4.53","","0s","","","0"
"2013","Nova Scotia","2021A000212","Electronic product manufacturing [BS334B0]","Kilotonnes","198","units","0","v1013973603","4.54","4","","","","0"
"2013","Nova Scotia","2021A000212","Electrical  equipment and component manufacturing [BS335A0]","Kilotonnes","198","units","0","v1013973604","4.55","1","","","","0"
"2013","Nova Scotia","2021A000212","Household appliance manufacturing [BS33520]","Kilotonnes","198","units","0","v1013973605","4.56","","0s","","","0"
"2013","Nova Scotia","2021A000212","Motor vehicle manufacturing [BS33610]","Kilotonnes","198","units","0","v1013973606","4.57","1","","","","0"
"2013","Nova Scotia","2021A000212","Motor vehicle body and trailer manufacturing [BS33620]","Kilotonnes","198","units","0","v1013973607","4.58","","0s","","","0"
"2013","Nova Scotia","2021A000212","Motor vehicle parts manufacturing [BS33630]","Kilotonnes","198","units","0","v1013973608","4.59","","0s","","","0"
"2013","Nova Scotia","2021A000212","Aerospace product and parts manufacturing [BS33640]","Kilotonnes","198","units","0","v1013973609","4.60","8","","","","0"
"2013","Nova Scotia","2021A000212","Railroad rolling stock manufacturing [BS33650]","Kilotonnes","198","units","0","v1013973610","4.61","","0s","","","0"
"2013","Nova Scotia","2021A000212","Ship and boat building [BS33660]","Kilotonnes","198","units","0","v1013973611","4.62","2","","","","0"
"2013","Nova Scotia","2021A000212","Other transportation equipment manufacturing [BS33690]","Kilotonnes","198","units","0","v1013973612","4.63","","0s","","","0"
"2013","Nova Scotia","2021A000212","Furniture and related product manufacturing [BS33700]","Kilotonnes","198","units","0","v1013973613","4.64","4","","","","0"
"2013","Nova Scotia","2021A000212","Miscellaneous manufacturing [BS33900]","Kilotonnes","198","units","0","v1013973614","4.65","5","","","","0"
"2013","Nova Scotia","2021A000212","Wholesale trade [BS41000]","Kilotonnes","198","units","0","v1013973615","4.66","115","","","","0"
"2013","Nova Scotia","2021A000212","Retail trade [BS4A000]","Kilotonnes","198","units","0","v1013973616","4.67","228","","","","0"
"2013","Nova Scotia","2021A000212","Air transportation [BS48100]","Kilotonnes","198","units","0","v1013973617","4.68","381","","","","0"
"2013","Nova Scotia","2021A000212","Rail transportation [BS48200]","Kilotonnes","198","units","0","v1013973618","4.69","29","","","","0"
"2013","Nova Scotia","2021A000212","Water transportation [BS48300]","Kilotonnes","198","units","0","v1013973619","4.70","363","","","","0"
"2013","Nova Scotia","2021A000212","Truck transportation [BS48400]","Kilotonnes","198","units","0","v1013973620","4.71","347","","","","0"
"2013","Nova Scotia","2021A000212","Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]","Kilotonnes","198","units","0","v1013973621","4.72","85","","","","0"
"2013","Nova Scotia","2021A000212","Pipeline transportation [BS48600]","Kilotonnes","198","units","0","v1013973622","4.73","6","","","","0"
"2013","Nova Scotia","2021A000212","Postal service and couriers and messengers [BS49A00]","Kilotonnes","198","units","0","v1013973623","4.74","40","","","","0"
"2013","Nova Scotia","2021A000212","Warehousing and storage [BS49300]","Kilotonnes","198","units","0","v1013973624","4.75","5","","","","0"
"2013","Nova Scotia","2021A000212","Motion picture and sound recording industries [BS51200]","Kilotonnes","198","units","0","v1013973625","4.76","4","","","","0"
"2013","Nova Scotia","2021A000212","Radio and television broadcasting [BS51510]","Kilotonnes","198","units","0","v1013973626","4.77","1","","","","0"
"2013","Nova Scotia","2021A000212","Publishing, pay/specialty services, telecommunications and other information services [BS51B00]","Kilotonnes","198","units","0","v1013973627","4.78","14","","","","0"
"2013","Nova Scotia","2021A000212","Depository credit intermediation and monetary authorities [BS52B00]","Kilotonnes","198","units","0","v1013973628","4.79","7","","","","0"
"2013","Nova Scotia","2021A000212","Insurance carriers [BS52410]","Kilotonnes","198","units","0","v1013973629","4.80","3","","","","0"
"2013","Nova Scotia","2021A000212","Lessors of real estate [BS53110]","Kilotonnes","198","units","0","v1013973630","4.81","78","","","","0"
"2013","Nova Scotia","2021A000212","Owner-occupied dwellings [BS5311A]","Kilotonnes","198","units","0","v1013973631","4.82","0","","","","0"
"2013","Nova Scotia","2021A000212","Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works) [BS53B00]","Kilotonnes","198","units","0","v1013973632","4.83","45","","","","0"
"2013","Nova Scotia","2021A000212","Other finance, insurance and real estate services and management of companies and enterprises [BS5A000]","Kilotonnes","198","units","0","v1013973633","4.84","68","","","","0"
"2013","Nova Scotia","2021A000212","Legal, accounting and architectural, engineering and related services [BS541C0]","Kilotonnes","198","units","0","v1013973634","4.85","13","","","","0"
"2013","Nova Scotia","2021A000212","Computer systems design and other professional, scientific and technical services [BS541D0]","Kilotonnes","198","units","0","v1013973635","4.86","12","","","","0"
"2013","Nova Scotia","2021A000212","Advertising, public relations and related services [BS54180]","Kilotonnes","198","units","0","v1013973636","4.87","1","","","","0"
"2013","Nova Scotia","2021A000212","Administrative and support services [BS56100]","Kilotonnes","198","units","0","v1013973637","4.88","35","","","","0"
"2013","Nova Scotia","2021A000212","Waste management and remediation services [BS56200]","Kilotonnes","198","units","0","v1013973638","4.89","41","","","","0"
"2013","Nova Scotia","2021A000212","Educational services [BS61000]","Kilotonnes","198","units","0","v1013973639","4.90","1","","","","0"
"2013","Nova Scotia","2021A000212","Health care and social assistance [BS62000]","Kilotonnes","198","units","0","v1013973640","4.91","65","","","","0"
"2013","Nova Scotia","2021A000212","Arts, entertainment and recreation [BS71000]","Kilotonnes","198","units","0","v1013973641","4.92","2","","","","0"
"2013","Nova Scotia","2021A000212","Accommodation and food services [BS72000]","Kilotonnes","198","units","0","v1013973642","4.93","59","","","","0"
"2013","Nova Scotia","2021A000212","Repair and maintenance [BS81100]","Kilotonnes","198","units","0","v1013973643","4.94","37","","","","0"
"2013","Nova Scotia","2021A000212","Personal services and private households [BS81A00]","Kilotonnes","198","units","0","v1013973644","4.95","11","","","","0"
"2013","Nova Scotia","2021A000212","Professional and similar organisations [BS81300]","Kilotonnes","198","units","0","v1013973645","4.96","","0s","","","0"
"2013","Nova Scotia","2021A000212","Repair and maintenance [FC11000]","Kilotonnes","198","units","0","v1013973646","4.97","0","","","","0"
"2013","Nova Scotia","2021A000212","Operating supplies [FC12000]","Kilotonnes","198","units","0","v1013973647","4.98","0","","","","0"
"2013","Nova Scotia","2021A000212","Office supplies [FC13000]","Kilotonnes","198","units","0","v1013973648","4.99","0","","","","0"
"2013","Nova Scotia","2021A000212","Advertising, promotion, meals, entertainment, and travel [FC20000]","Kilotonnes","198","units","0","v1013973649","4.100","0","","","","0"
"2013","Nova Scotia","2021A000212","Transportation margins [FC30000]","Kilotonnes","198","units","0","v1013973650","4.101","0","","","","0"
"2013","Nova Scotia","2021A000212","Non-profit education services [NP61000]","Kilotonnes","198","units","0","v1013973651","4.102","1","","","","0"
"2013","Nova Scotia","2021A000212","Non-profit social assistance [NP62400]","Kilotonnes","198","units","0","v1013973652","4.103","2","","","","0"
"2013","Nova Scotia","2021A000212","Non-profit arts, entertainment and recreation [NP71000]","Kilotonnes","198","units","0","v1013973653","4.104","1","","","","0"
"2013","Nova Scotia","2021A000212","Religious organizations [NP81310]","Kilotonnes","198","units","0","v1013973654","4.105","7","","","","0"
"2013","Nova Scotia","2021A000212","Miscellaneous non-profit institutions serving households [NPA0000]","Kilotonnes","198","units","0","v1013973655","4.106","20","","","","0"
"2013","Nova Scotia","2021A000212","Educational services (except universities) [GS611B0]","Kilotonnes","198","units","0","v1013973656","4.107","48","","","","0"
"2013","Nova Scotia","2021A000212","Universities [GS61130]","Kilotonnes","198","units","0","v1013973657","4.108","29","","","","0"
"2013","Nova Scotia","2021A000212","Hospitals [GS62200]","Kilotonnes","198","units","0","v1013973658","4.109","26","","","","0"
"2013","Nova Scotia","2021A000212","Nursing and residential care facilities [GS62300]","Kilotonnes","198","units","0","v1013973659","4.110","4","","","","0"
"2013","Nova Scotia","2021A000212","Other federal government services [GS91100]","Kilotonnes","198","units","0","v1013973660","4.111","232","","","","0"
"2013","Nova Scotia","2021A000212","Other provincial and territorial government services [GS91200]","Kilotonnes","198","units","0","v1013973661","4.112","54","","","","0"
"2013","Nova Scotia","2021A000212","Other municipal government services [GS91300]","Kilotonnes","198","units","0","v1013973662","4.113","112","","","","0"
"2013","Nova Scotia","2021A000212","Other aboriginal government services [GS91400]","Kilotonnes","198","units","0","v1013973663","4.114","3","","","","0"
"2013","Nova Scotia","2021A000212","Total, households","Kilotonnes","198","units","0","v1013973664","4.115","4788","","","","0"
"2013","Nova Scotia","2021A000212","Households: Motor fuels and lubricants","Kilotonnes","198","units","0","v1013973665","4.116","2330","","","","0"
"2013","Nova Scotia","2021A000212","Households: Electricity and other fuels","Kilotonnes","198","units","0","v1013973666","4.117","2459","","","","0"
"2013","Nova Scotia","2021A000212","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013973667","4.118","18048","","","","0"
"2013","Nova Scotia","2021A000212","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013973668","4.119","-1096","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Waste","Kilotonnes","198","units","0","v1013973669","4.120","508","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Biomass","Kilotonnes","198","units","0","v1013973670","4.121","-1746","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Motor fuels","Kilotonnes","198","units","0","v1013973671","4.122","-263","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Aviation","Kilotonnes","198","units","0","v1013973672","4.123","-241","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Synthetic fluorinated gases","Kilotonnes","198","units","0","v1013973673","4.124","271","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Non-energy Products from Fuels and Solvent Use","Kilotonnes","198","units","0","v1013973674","4.125","102","","","","0"
"2013","Nova Scotia","2021A000212","Balancing item: Other differences","Kilotonnes","198","units","0","v1013973675","4.126","273","","","","0"
"2013","New Brunswick","2021A000213","Total, industries and households","Kilotonnes","198","units","0","v1013973677","5.1","18004","","","","0"
"2013","New Brunswick","2021A000213","Total, industries","Kilotonnes","198","units","0","v1013973678","5.2","13906","","","","0"
"2013","New Brunswick","2021A000213","Crop and animal production [BS11A00]","Kilotonnes","198","units","0","v1013973679","5.3","676","","","","0"
"2013","New Brunswick","2021A000213","Forestry and logging [BS11300]","Kilotonnes","198","units","0","v1013973680","5.4","421","","","","0"
"2013","New Brunswick","2021A000213","Fishing, hunting and trapping [BS11400]","Kilotonnes","198","units","0","v1013973681","5.5","52","","","","0"
"2013","New Brunswick","2021A000213","Support activities for agriculture and forestry [BS11500]","Kilotonnes","198","units","0","v1013973682","5.6","6","","","","0"
"2013","New Brunswick","2021A000213","Oil and gas extraction [BS21100]","Kilotonnes","198","units","0","v1013973683","5.7","216","","","","0"
"2013","New Brunswick","2021A000213","Coal mining [BS21210]","Kilotonnes","198","units","0","v1013973684","5.8","1","","","","0"
"2013","New Brunswick","2021A000213","Metal ore mining [BS21220]","Kilotonnes","198","units","0","v1013973685","5.9","19","","","","0"
"2013","New Brunswick","2021A000213","Non-metallic mineral mining and quarrying [BS21230]","Kilotonnes","198","units","0","v1013973686","5.10","67","","","","0"
"2013","New Brunswick","2021A000213","Support activities for mining and oil and gas extraction [BS21300]","Kilotonnes","198","units","0","v1013973687","5.11","93","","","","0"
"2013","New Brunswick","2021A000213","Electric power generation, transmission and distribution [BS22110]","Kilotonnes","198","units","0","v1013973688","5.12","4153","","","","0"
"2013","New Brunswick","2021A000213","Natural gas distribution, water, sewage and other systems [BS221A0]","Kilotonnes","198","units","0","v1013973689","5.13","3","","","","0"
"2013","New Brunswick","2021A000213","Residential building construction [BS23A00]","Kilotonnes","198","units","0","v1013973690","5.14","16","","","","0"
"2013","New Brunswick","2021A000213","Non-residential building construction [BS23B00]","Kilotonnes","198","units","0","v1013973691","5.15","8","","","","0"
"2013","New Brunswick","2021A000213","Transportation engineering construction [BS23C10]","Kilotonnes","198","units","0","v1013973692","5.16","18","","","","0"
"2013","New Brunswick","2021A000213","Oil and gas engineering construction [BS23C20]","Kilotonnes","198","units","0","v1013973693","5.17","2","","","","0"
"2013","New Brunswick","2021A000213","Electric power engineering construction [BS23C30]","Kilotonnes","198","units","0","v1013973694","5.18","7","","","","0"
"2013","New Brunswick","2021A000213","Communication engineering construction [BS23C40]","Kilotonnes","198","units","0","v1013973695","5.19","3","","","","0"
"2013","New Brunswick","2021A000213","Other engineering construction [BS23C50]","Kilotonnes","198","units","0","v1013973696","5.20","11","","","","0"
"2013","New Brunswick","2021A000213","Repair construction [BS23D00]","Kilotonnes","198","units","0","v1013973697","5.21","19","","","","0"
"2013","New Brunswick","2021A000213","Other activities of the construction industry [BS23E00]","Kilotonnes","198","units","0","v1013973698","5.22","4","","","","0"
"2013","New Brunswick","2021A000213","Animal food manufacturing [BS31110]","Kilotonnes","198","units","0","v1013973699","5.23","3","","","","0"
"2013","New Brunswick","2021A000213","Sugar and confectionery product manufacturing [BS31130]","Kilotonnes","198","units","0","v1013973700","5.24","3","","","","0"
"2013","New Brunswick","2021A000213","Fruit and vegetable preserving and specialty food manufacturing [BS31140]","Kilotonnes","198","units","0","v1013973701","5.25","98","","","","0"
"2013","New Brunswick","2021A000213","Dairy product manufacturing [BS31150]","Kilotonnes","198","units","0","v1013973702","5.26","7","","","","0"
"2013","New Brunswick","2021A000213","Meat product manufacturing [BS31160]","Kilotonnes","198","units","0","v1013973703","5.27","4","","","","0"
"2013","New Brunswick","2021A000213","Seafood product preparation and packaging [BS31170]","Kilotonnes","198","units","0","v1013973704","5.28","46","","","","0"
"2013","New Brunswick","2021A000213","Miscellaneous food manufacturing [BS311A0]","Kilotonnes","198","units","0","v1013973705","5.29","13","","","","0"
"2013","New Brunswick","2021A000213","Soft drink and ice manufacturing [BS31211]","Kilotonnes","198","units","0","v1013973706","5.30","7","","","","0"
"2013","New Brunswick","2021A000213","Breweries [BS31212]","Kilotonnes","198","units","0","v1013973707","5.31","18","","","","0"
"2013","New Brunswick","2021A000213","Wineries and distilleries [BS3121A]","Kilotonnes","198","units","0","v1013973708","5.32","","0s","","","0"
"2013","New Brunswick","2021A000213","Tobacco manufacturing [BS31220]","Kilotonnes","198","units","0","v1013973709","5.33","","0s","","","0"
"2013","New Brunswick","2021A000213","Textile and textile product mills [BS31A00]","Kilotonnes","198","units","0","v1013973710","5.34","1","","","","0"
"2013","New Brunswick","2021A000213","Clothing and leather and allied product manufacturing [BS31B00]","Kilotonnes","198","units","0","v1013973711","5.35","","0s","","","0"
"2013","New Brunswick","2021A000213","Wood product manufacturing [BS32100]","Kilotonnes","198","units","0","v1013973712","5.36","289","","","","0"
"2013","New Brunswick","2021A000213","Pulp, paper and paperboard mills [BS32210]","Kilotonnes","198","units","0","v1013973713","5.37","2826","","","","0"
"2013","New Brunswick","2021A000213","Converted paper product manufacturing [BS32220]","Kilotonnes","198","units","0","v1013973714","5.38","5","","","","0"
"2013","New Brunswick","2021A000213","Printing and related support activities [BS32300]","Kilotonnes","198","units","0","v1013973715","5.39","1","","","","0"
"2013","New Brunswick","2021A000213","Petroleum and coal product manufacturing [BS32400]","Kilotonnes","198","units","0","v1013973716","5.40","2582","","","","0"
"2013","New Brunswick","2021A000213","Basic chemical manufacturing [BS32510]","Kilotonnes","198","units","0","v1013973717","5.41","5","","","","0"
"2013","New Brunswick","2021A000213","Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]","Kilotonnes","198","units","0","v1013973718","5.43","7","","","","0"
"2013","New Brunswick","2021A000213","Pharmaceutical and medicine manufacturing [BS32540]","Kilotonnes","198","units","0","v1013973719","5.44","","0s","","","0"
"2013","New Brunswick","2021A000213","Miscellaneous chemical product manufacturing [BS325C0]","Kilotonnes","198","units","0","v1013973801","5.127","1","","","","0"
"2013","New Brunswick","2021A000213","Plastic product manufacturing [BS32610]","Kilotonnes","198","units","0","v1013973720","5.46","8","","","","0"
"2013","New Brunswick","2021A000213","Rubber product manufacturing [BS32620]","Kilotonnes","198","units","0","v1013973721","5.47","2","","","","0"
"2013","New Brunswick","2021A000213","Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]","Kilotonnes","198","units","0","v1013973722","5.48","21","","","","0"
"2013","New Brunswick","2021A000213","Cement and concrete product manufacturing [BS32730]","Kilotonnes","198","units","0","v1013973723","5.49","22","","","","0"
"2013","New Brunswick","2021A000213","Primary metal manufacturing [BS33100]","Kilotonnes","198","units","0","v1013973724","5.50","173","","","","0"
"2013","New Brunswick","2021A000213","Fabricated metal product manufacturing [BS33200]","Kilotonnes","198","units","0","v1013973725","5.51","23","","","","0"
"2013","New Brunswick","2021A000213","Machinery manufacturing [BS33300]","Kilotonnes","198","units","0","v1013973726","5.52","7","","","","0"
"2013","New Brunswick","2021A000213","Computer and peripheral equipment manufacturing [BS33410]","Kilotonnes","198","units","0","v1013973727","5.53","","0s","","","0"
"2013","New Brunswick","2021A000213","Electronic product manufacturing [BS334B0]","Kilotonnes","198","units","0","v1013973728","5.54","1","","","","0"
"2013","New Brunswick","2021A000213","Electrical  equipment and component manufacturing [BS335A0]","Kilotonnes","198","units","0","v1013973729","5.55","1","","","","0"
"2013","New Brunswick","2021A000213","Household appliance manufacturing [BS33520]","Kilotonnes","198","units","0","v1013973730","5.56","","0s","","","0"
"2013","New Brunswick","2021A000213","Motor vehicle manufacturing [BS33610]","Kilotonnes","198","units","0","v1013973731","5.57","2","","","","0"
"2013","New Brunswick","2021A000213","Motor vehicle body and trailer manufacturing [BS33620]","Kilotonnes","198","units","0","v1013973732","5.58","2","","","","0"
"2013","New Brunswick","2021A000213","Motor vehicle parts manufacturing [BS33630]","Kilotonnes","198","units","0","v1013973733","5.59","1","","","","0"
"2013","New Brunswick","2021A000213","Aerospace product and parts manufacturing [BS33640]","Kilotonnes","198","units","0","v1013973734","5.60","","0s","","","0"
"2013","New Brunswick","2021A000213","Railroad rolling stock manufacturing [BS33650]","Kilotonnes","198","units","0","v1013973735","5.61","","0s","","","0"
"2013","New Brunswick","2021A000213","Ship and boat building [BS33660]","Kilotonnes","198","units","0","v1013973736","5.62","","0s","","","0"
"2013","New Brunswick","2021A000213","Other transportation equipment manufacturing [BS33690]","Kilotonnes","198","units","0","v1013973737","5.63","1","","","","0"
"2013","New Brunswick","2021A000213","Furniture and related product manufacturing [BS33700]","Kilotonnes","198","units","0","v1013973738","5.64","5","","","","0"
"2013","New Brunswick","2021A000213","Miscellaneous manufacturing [BS33900]","Kilotonnes","198","units","0","v1013973739","5.65","19","","","","0"
"2013","New Brunswick","2021A000213","Wholesale trade [BS41000]","Kilotonnes","198","units","0","v1013973740","5.66","112","","","","0"
"2013","New Brunswick","2021A000213","Retail trade [BS4A000]","Kilotonnes","198","units","0","v1013973741","5.67","103","","","","0"
"2013","New Brunswick","2021A000213","Air transportation [BS48100]","Kilotonnes","198","units","0","v1013973742","5.68","78","","","","0"
"2013","New Brunswick","2021A000213","Rail transportation [BS48200]","Kilotonnes","198","units","0","v1013973743","5.69","88","","","","0"
"2013","New Brunswick","2021A000213","Water transportation [BS48300]","Kilotonnes","198","units","0","v1013973744","5.70","116","","","","0"
"2013","New Brunswick","2021A000213","Truck transportation [BS48400]","Kilotonnes","198","units","0","v1013973745","5.71","797","","","","0"
"2013","New Brunswick","2021A000213","Transit, ground passenger and scenic and sightseeing transportation, taxi and limousine service and support activities for transportation [BS48B00]","Kilotonnes","198","units","0","v1013973746","5.72","36","","","","0"
"2013","New Brunswick","2021A000213","Pipeline transportation [BS48600]","Kilotonnes","198","units","0","v1013973747","5.73","6","","","","0"
"2013","New Brunswick","2021A000213","Postal service and couriers and messengers [BS49A00]","Kilotonnes","198","units","0","v1013973748","5.74","28","","","","0"
"2013","New Brunswick","2021A000213","Warehousing and storage [BS49300]","Kilotonnes","198","units","0","v1013973749","5.75","2","","","","0"
"2013","New Brunswick","2021A000213","Motion picture and sound recording industries [BS51200]","Kilotonnes","198","units","0","v1013973750","5.76","2","","","","0"
"2013","New Brunswick","2021A000213","Radio and television broadcasting [BS51510]","Kilotonnes","198","units","0","v1013973751","5.77","","0s","","","0"
"2013","New Brunswick","2021A000213","Publishing, pay/specialty services, telecommunications and other information services [BS51B00]","Kilotonnes","198","units","0","v1013973752","5.78","12","","","","0"
"2013","New Brunswick","2021A000213","Depository credit intermediation and monetary authorities [BS52B00]","Kilotonnes","198","units","0","v1013973753","5.79","5","","","","0"
"2013","New Brunswick","2021A000213","Insurance carriers [BS52410]","Kilotonnes","198","units","0","v1013973754","5.80","1","","","","0"
"2013","New Brunswick","2021A000213","Lessors of real estate [BS53110]","Kilotonnes","198","units","0","v1013973755","5.81","36","","","","0"
"2013","New Brunswick","2021A000213","Owner-occupied dwellings [BS5311A]","Kilotonnes","198","units","0","v1013973756","5.82","0","","","","0"
"2013","New Brunswick","2021A000213","Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works) [BS53B00]","Kilotonnes","198","units","0","v1013973757","5.83","11","","","","0"
"2013","New Brunswick","2021A000213","Other finance, insurance and real estate services and management of companies and enterprises [BS5A000]","Kilotonnes","198","units","0","v1013973758","5.84","32","","","","0"
"2013","New Brunswick","2021A000213","Legal, accounting and architectural, engineering and related services [BS541C0]","Kilotonnes","198","units","0","v1013973759","5.85","9","","","","0"
"2013","New Brunswick","2021A000213","Computer systems design and other professional, scientific and technical services [BS541D0]","Kilotonnes","198","units","0","v1013973760","5.86","6","","","","0"
"2013","New Brunswick","2021A000213","Advertising, public relations and related services [BS54180]","Kilotonnes","198","units","0","v1013973761","5.87","","0s","","","0"
"2013","New Brunswick","2021A000213","Administrative and support services [BS56100]","Kilotonnes","198","units","0","v1013973762","5.88","23","","","","0"
"2013","New Brunswick","2021A000213","Waste management and remediation services [BS56200]","Kilotonnes","198","units","0","v1013973763","5.89","23","","","","0"
"2013","New Brunswick","2021A000213","Educational services [BS61000]","Kilotonnes","198","units","0","v1013973764","5.90","1","","","","0"
"2013","New Brunswick","2021A000213","Health care and social assistance [BS62000]","Kilotonnes","198","units","0","v1013973765","5.91","37","","","","0"
"2013","New Brunswick","2021A000213","Arts, entertainment and recreation [BS71000]","Kilotonnes","198","units","0","v1013973766","5.92","3","","","","0"
"2013","New Brunswick","2021A000213","Accommodation and food services [BS72000]","Kilotonnes","198","units","0","v1013973767","5.93","28","","","","0"
"2013","New Brunswick","2021A000213","Repair and maintenance [BS81100]","Kilotonnes","198","units","0","v1013973768","5.94","31","","","","0"
"2013","New Brunswick","2021A000213","Personal services and private households [BS81A00]","Kilotonnes","198","units","0","v1013973769","5.95","7","","","","0"
"2013","New Brunswick","2021A000213","Professional and similar organisations [BS81300]","Kilotonnes","198","units","0","v1013973770","5.96","","0s","","","0"
"2013","New Brunswick","2021A000213","Repair and maintenance [FC11000]","Kilotonnes","198","units","0","v1013973771","5.97","0","","","","0"
"2013","New Brunswick","2021A000213","Operating supplies [FC12000]","Kilotonnes","198","units","0","v1013973772","5.98","0","","","","0"
"2013","New Brunswick","2021A000213","Office supplies [FC13000]","Kilotonnes","198","units","0","v1013973773","5.99","0","","","","0"
"2013","New Brunswick","2021A000213","Advertising, promotion, meals, entertainment, and travel [FC20000]","Kilotonnes","198","units","0","v1013973774","5.100","0","","","","0"
"2013","New Brunswick","2021A000213","Transportation margins [FC30000]","Kilotonnes","198","units","0","v1013973775","5.101","0","","","","0"
"2013","New Brunswick","2021A000213","Non-profit education services [NP61000]","Kilotonnes","198","units","0","v1013973776","5.102","","0s","","","0"
"2013","New Brunswick","2021A000213","Non-profit social assistance [NP62400]","Kilotonnes","198","units","0","v1013973777","5.103","1","","","","0"
"2013","New Brunswick","2021A000213","Non-profit arts, entertainment and recreation [NP71000]","Kilotonnes","198","units","0","v1013973778","5.104","1","","","","0"
"2013","New Brunswick","2021A000213","Religious organizations [NP81310]","Kilotonnes","198","units","0","v1013973779","5.105","4","","","","0"
"2013","New Brunswick","2021A000213","Miscellaneous non-profit institutions serving households [NPA0000]","Kilotonnes","198","units","0","v1013973780","5.106","3","","","","0"
